FLIGHT_COUNT_Log_Z,SUM_YR_1_Log_Z,LAST_TO_END_Log_Z
0.6633513163116218,1.1416881110960055,-1.233724012811513
3.631292404173247,1.1256932063038754,-1.4819648170546404
3.8336913190029187,1.1577690879546603,3.0278077727526904
3.1305513407867536,0.9836025448126287,2.1799379690582574
2.8464146368348433,0.9990247240289801,0.48419836166939095
1.9914537241068837,0.9023176858900626,0.04028598876545759
1.1522805068309019,0.7032618247338164,-1.285698347760959
2.3149385345019304,0.9015529368526407,2.5318357320976386
0.5700990681330762,0.903936074966656,-1.2491816789851147
3.8336913190029187,1.0430318071628544,1.332068165363824
2.8464146368348433,1.0709869231566158,2.5318357320976386
1.7271460886134926,0.8448746763478284,-0.06170785956235074
3.9385485087269787,0.9056939051787322,1.9069848584423863
3.677913250430813,0.8314179073788248,-0.011773678985660884
2.7779372790661037,0.9265813948670287,0.34012408405372124
3.1599624818511693,1.0785746455525014,0.8360961247087725
3.8336913190029187,1.044081871093325,0.27398810951552904
3.5102065086078738,0.9910006864320844,0.8360961247087725
2.4401781699094567,1.0579682819644207,2.5318357320976386
3.7008568853135984,1.2088910943595432,1.187993887748154
3.7008568853135984,1.0567692662512476,2.1799379690582574
0.8387326618145754,1.1383316614716286,-1.1035976350207577
0.7527962705512634,1.2231708236313201,-0.47328660822319524
2.4803829146261642,1.0778364521238828,-0.9263117907781259
3.3554765611323063,1.103904698387667,-0.47328660822319524
3.768280577704719,1.0176396865141233,2.5318357320976386
1.5517647431105386,1.245969613862737,2.1799379690582574
3.7008568853135984,1.0325919682564888,2.1799379690582574
2.13597403675231,0.7854027641631055,0.647536306087109
2.4803829146261642,1.0682645055521893,-0.6056553653057326
3.9589309544104454,0.979032645399668,2.5318357320976386
3.0398723132334196,1.3450383439189657,0.1550490703303174
3.5102065086078738,0.9733821583329622,1.9069848584423863
1.1522805068309019,0.8353020387416857,0.8360961247087725
2.227282961423833,0.7147142042496398,3.0278077727526904
2.9772652794329835,0.8532767159367664,3.0278077727526904
3.008792400488538,0.8746427395559047,0.04028598876545759
2.5198632099692584,0.7811308733389559,0.48419836166939095
3.217626260062449,0.7864388919338643,0.09466016536436937
2.9772652794329835,0.9617746687227567,0.48419836166939095
3.2458988731144816,0.8387339963088793,3.0278077727526904
3.4342070827232827,0.9072084236167728,1.4954061097815416
3.7235627580442836,0.9596275036840167,0.5631430140929016
1.2241261928733402,0.6696605359462041,1.187993887748154
3.4598342416531227,1.0789048628709588,0.2112452510535201
1.3611143664048129,0.9558766580169831,-1.351557916946152
1.4900396159875482,0.9033596809806265,0.2112452510535201
0.1514784909095552,0.31261269022614474,-1.1922775789174274
2.8464146368348433,0.757680761014995,0.2112452510535201
2.742878977374329,0.6048064837130139,0.647536306087109
1.6117985562857637,0.5817847822954436,-0.5412606260239985
0.5700990681330762,0.4290017052658907,0.04028598876545759
0.6633513163116218,0.28697465094043545,-0.28472678960153175
3.855068045735591,0.967159606656026,1.187993887748154
3.3554765611323063,1.0240136478746447,1.4954061097815416
1.2241261928733402,0.39786490048604845,1.4954061097815416
2.558644702209462,0.7007222415361619,2.5318357320976386
3.30137264903396,0.9567567655542459,3.0278077727526904
3.746035745924823,0.801747794301273,1.0591150547479529
2.8464146368348433,0.574227322397855,1.332068165363824
2.357485446315564,0.8755663471672183,0.647536306087109
1.1522805068309019,0.7756293909356198,-0.7545086391422712
3.008792400488538,0.9198711164775404,3.0278077727526904
3.5349649314751064,0.6242013466786633,0.48419836166939095
1.9410814571521342,0.40084752923605754,0.48419836166939095
2.9452778922040026,0.9162242648982204,0.5631430140929016
-0.6800201226864135,0.11809316916964925,-1.0037177602957639
3.812103980734495,0.869796941435156,1.9069848584423863
3.008792400488538,0.9624395954039412,0.8360961247087725
0.03301195860954976,1.3641133440521636,-0.47328660822319524
-0.6800201226864135,0.9408156095967452,1.0591150547479529
2.4803829146261642,1.080944221850016,1.9069848584423863
