SUM_YR_1_Log_Z,LAST_TO_END_Log_Z,AVG_INTERVAL_Log_Z
1.476434094257793,3.0178260076678565,2.2121172993419798
1.300975622987686,0.8340027761825786,1.6982282708305974
1.14408082046991,-1.2283676571483837,-0.6028346274507973
1.17545897899103,1.6788209237866665,1.8259768341209324
1.1280387935503582,-1.4757149921833381,1.3284783787019678
1.160209173030418,3.0178260076678565,1.301280328009765
0.9855295228617912,2.173007860063769,0.8401944358258717
1.0009971369152737,0.48337156485559296,0.6824438511826021
0.9040051929620987,0.04105692298353409,0.12502063017244214
1.0408722223928888,1.4909397703520204,1.7646393218292928
0.7043628990777199,-1.2801549258818858,-0.32390104698601385
1.0988832421399526,2.173007860063769,1.496742008572853
0.9032381909196071,2.523639071390754,0.3006128152155386
0.9056283499280466,-1.2437696880335063,-0.7677321737632414
1.0451338680467979,1.3281897124596809,1.3672995480310703
1.0731713418010504,2.523639071390754,0.6980879730184532
0.8463929522271615,-0.06056982871331617,-0.023590452218830785
0.9073913588329826,1.901037163279314,1.4468460316805198
0.8328965386594382,-0.01081537142150953,1.2499090618119086
0.9283403845518718,0.33981583990547665,0.6931978301606728
1.2184898313100714,2.173007860063769,2.2288286855520343
1.0807814181669175,0.8340027761825786,0.9266925333420682
1.046187025540311,0.27391790220809537,1.3217202196534457
0.9929494599327741,0.8340027761825786,1.1144564335480667
1.0601143467657352,2.523639071390754,0.4418168316192605
1.2114817885030746,1.1846339875095642,1.231935590017545
1.009643393709272,0.4094813693262903,1.6524187088223234
1.0589117986669712,2.173007860063769,1.2077494762838852
1.1407144825061561,-1.0987096306912523,-0.34991889885659905
1.22580358687317,-0.4706672216406096,-0.6008668705382357
1.0800410499679418,-0.9220618743059279,0.6770576404899962
0.9194824221120411,3.0178260076678565,1.9359824102241274
1.1061860951397577,-0.4706672216406096,1.067080147759201
1.0196669404041976,2.523639071390754,1.2442045695364938
1.2486695439625526,2.173007860063769,-0.21842010122390543
1.0346632726323064,2.173007860063769,1.2077494762838852
0.7867458315582113,0.646121622747933,0.20727195063114856
1.070440903760684,-0.6025595566097963,0.48474672226006815
0.9441703486714745,3.0178260076678565,1.5930669609426307
1.1051068527251844,1.3281897124596809,1.6673317045992955
0.9809461602000497,2.523639071390754,1.3673723067082855
1.348030137545442,0.15540694884658898,1.532360883989751
0.9370744780960081,3.0178260076678565,2.0863138390685076
0.9752790263964604,1.901037163279314,1.0899993993963133
0.8367921129496178,0.8340027761825786,-0.4838386589177082
0.7158490181183385,3.0178260076678565,0.2749942968706921
0.8548197448224636,3.0178260076678565,0.7931058244419333
0.891885051677068,1.901037163279314,1.4161052912693957
0.8762487142671985,0.04105692298353409,0.9005122570274252
0.9936410411039819,1.901037163279314,1.6039170332761352
0.7824613554397843,0.48337156485559296,0.47295702493640845
0.7877850118350946,0.0952353958476831,0.9794358938475553
0.963637340296087,0.48337156485559296,0.7852533402953106
0.8402341813079595,3.0178260076678565,0.9181481561827256
0.9089103391500871,1.4909397703520204,1.0400644547315172
0.96148384955639,0.5620320793981239,1.2820719744926352
0.6706626185028876,1.1846339875095642,-0.345464891705051
1.0811126083290872,0.2114008680711384,1.1037469919068765
0.9577219536311798,-1.345777453065423,-0.016271967013411274
0.9050502578443287,0.2114008680711384,-0.23142564026736037
1.1318360519862254,3.0178260076678565,2.1361618520251313
0.312562884428357,-1.1870703974103594,-0.7753420148704463
0.7589421574166368,0.2114008680711384,0.7079484116036945
0.3616707367281581,1.901037163279314,1.8008401916996193
0.6056175016179928,0.646121622747933,0.6106393296043313
0.5825279766302441,-0.5383965871085863,0.07304868667220524
0.4292947897865189,0.04105692298353409,-0.835508668629773
0.28684931365497907,-0.2827860682059641,0.19735978496125878
0.9690381426396012,1.1846339875095642,1.3348915032337314
1.0260596799083415,1.4909397703520204,0.9937994791953514
0.398066253764671,1.4909397703520204,-0.2550285971253492
0.8706082492672457,0.7364455272713937,1.6524755668220579
0.701815834087295,2.523639071390754,0.6654552545699094
0.9586046540278599,3.0178260076678565,1.036734278685988
0.8031390153179785,1.0562190156752258,1.2414205997080596
0.9333631855287984,2.523639071390754,1.8693917106941471
0.5749482519181469,1.3281897124596809,0.6824438511826021
0.877175042892242,0.646121622747933,0.3725135411087394
0.7769436652779033,-0.7508770772001503,-0.11948207527748846
0.9216103372048676,3.0178260076678565,0.7881932437506298
0.625069503229722,0.48337156485559296,1.1433544943805594
0.4010576695511668,0.48337156485559296,0.2280309789459322
1.0003327472643433,0.9400535434517712,1.630774639455574
0.9179527417413519,0.5620320793981239,0.7862029862587381
0.11747029502438554,-0.999189243975714,-0.8052756634199124
0.8713886400804479,1.901037163279314,1.2768879707224536
0.9643042258985783,0.8340027761825786,0.7785590503527638
1.3671613339860593,-0.4706672216406096,-0.9934614876259371
0.9426165342908277,1.0562190156752258,-0.5124037082450233
1.0831579754047804,1.901037163279314,0.5092928611033407
0.9373472834298173,0.0952353958476831,0.9878741793364492
0.9087058991259537,1.6788209237866665,1.0956083107163064
0.95340260606779,0.33981583990547665,0.4681767192159598
0.931766112197925,0.33981583990547665,1.1885432306949815
0.899814488265426,2.173007860063769,1.1399657364217448
0.8389387447505017,1.0562190156752258,0.5006935806962468
0.9187214446609991,1.901037163279314,1.7768427407210015
0.7853077257676725,0.48337156485559296,-0.19641097858124867
0.9263831039398132,-1.2062647303525829,-0.15101801790889105
0.7944619441574706,1.3281897124596809,1.7433001192917743
0.40641334803811857,-0.776973004483066,-0.2218591642043215
0.9108447201942772,-0.2827860682059641,0.44584239970823447
0.9042983168230158,0.5620320793981239,-0.8212233607670679
0.3369611207644162,-0.19869652485615502,-1.1668307368409412
0.8237770358196138,2.173007860063769,1.0562980282717127
0.8744046581064978,0.04105692298353409,0.915457997393578
0.5602764835782363,2.523639071390754,1.6587629631435743
0.6864546820556621,1.901037163279314,1.1817986265352072
0.7844789914222522,0.8340027761825786,1.036782726555809
0.7821922466123201,2.523639071390754,1.2893121748037892
0.5778408362264921,-0.19869652485615502,0.04563943126440078
0.8915702180403732,0.8340027761825786,0.3786731766195567
0.9344809667212184,0.9400535434517712,0.7278017289017947
0.988694853642982,2.173007860063769,-0.04830380665519317
0.711910471022011,1.4909397703520204,1.0254880299018891
0.8600330232434563,-0.06056982871331617,0.7516695910427642
-0.12103455827121071,-0.01081537142150953,-0.49534098426497153
0.8276243835941981,1.901037163279314,0.7065184561916187
0.5010404437264773,2.523639071390754,0.48873038471960883
0.8416862480599379,-0.6025595566097963,-0.41554121703782537
1.0436209468817839,3.0178260076678565,2.114841331157256
2.154305092963351,1.4909397703520204,1.7914328729077906
0.7137781798844707,-1.1276042158100517,-1.1459980936050196
0.4696315858323215,0.8340027761825786,-0.7463878996151181
0.620057690510596,0.33981583990547665,1.1644569465530548
0.8005263283222089,1.1846339875095642,0.5044030301739478
-0.5202416801538435,0.7364455272713937,1.3086810765180172
0.44046854974279076,0.4094813693262903,-0.1961870215352111
0.9312450825883016,-0.06056982871331617,1.258422372891158
0.944719656436637,1.3281897124596809,1.0619138856615182
0.8935514469939343,0.04105692298353409,1.4109538802851973
0.7439217625611507,1.901037163279314,0.6650355980662689
0.7242374442580387,3.0178260076678565,-0.39565145838906196
0.8384856316217133,1.6788209237866665,0.9917253913164991
0.8004428775215283,0.33981583990547665,1.4701973156080215
0.4280780031858265,0.27391790220809537,-0.8918176838825226
0.8428826661924004,-0.1083726203326944,1.5772033090209632
0.6765554822308565,3.0178260076678565,0.1614151618587031
0.819785233132973,-0.8289773458344016,-0.8528693173264701
0.7441953388668772,-0.45394684021915904,-0.38560756832345744
0.8096965513333422,0.48337156485559296,1.0187136862932678
0.8175391092421568,1.4909397703520204,1.029614982737102
