SUM_YR_1,LAST_TO_END,AVG_INTERVAL
2.2642766263292966,-0.6844677958719186,-0.5797355736610139
0.9289439704963265,-0.8577781160220191,-0.7420023001805742
-1.0370798210425642,-0.9559872974404094,-1.2979657462982483
-0.21147660068380922,-0.9213252334103893,-1.2388661371706837
2.6607035085297097,-0.9848723507987595,-1.182217663897974
2.810981254014077,-0.817339041320329,-0.549674622496137
0.4276660075273831,-0.9617643081120794,-1.2158994020011102
3.0320400817300968,-0.9559872974404094,-1.2098593595364335
0.10598183529546895,-0.9790953401270894,-1.1965070398378903
2.2906874779082718,-0.9386562654253994,-0.34632112863545683
2.8252431138667236,-0.9790953401270894,-1.270245999866626
1.8744524570236274,-0.9675413187837494,-1.2243140691079393
2.2196422871608292,-0.9097712120670493,-0.7569665830071932
0.6273320454644332,-0.8808861587086991,-1.1451868893961525
1.8813192784341608,-0.9559872974404094,-0.30565042996941816
1.8852809061710072,-0.9328792547537293,-1.0408081112541807
2.8157352072982924,-0.8866631693803692,-1.2203770918804417
-0.02290312040992851,-0.8808861587086991,-1.130431991527931
0.03255966790591876,-0.9386562654253994,-1.2366825654081848
-0.2384156692943636,-0.9848723507987595,-1.2389313610178367
-0.759765879463328,-0.9155482227387193,-0.689622244132976
1.055716058075406,-0.9386562654253994,-1.0079146691678267
2.6979428092560647,-0.9444332760970694,-1.1750036185497605
2.626105292961253,-0.6035896464685384,0.23191011017785515
2.392369256487325,-0.6555827425135685,-1.0407915128347027
3.058186824793282,-0.9848723507987595,-1.2293004339681117
-0.15099575056795672,-0.7249068705736088,-1.2634748570751058
1.5511836336969749,-0.9502102867687394,0.6890133982644899
1.9248971835394695,-0.9386562654253994,-1.0363336356509034
2.632443897340207,-0.9617643081120794,-1.2089092030419553
-0.448381939347214,-0.9733183294554194,-1.1189194629990888
-0.15654202939954145,-0.9790953401270894,-1.1927432070585198
2.5431752190032717,-0.9039942013953792,-1.031281374948695
1.9724367163816243,-0.9617643081120794,-1.1412360568198203
-0.14069551845215653,-0.8924401800520392,-0.7624590028771588
2.964428301687921,-0.8866631693803692,-1.1823360762660564
2.921378613614192,-0.7249068705736088,0.008221267116777406
2.9454124885510593,-0.9675413187837494,-1.2914262678739032
-0.4327995369156188,-0.8866631693803692,-1.0030644989573652
2.5025025075716503,-0.9733183294554194,-1.1549354561590983
1.333294108170432,-0.834670073335339,-0.9864425611171307
2.642480020940217,-0.8577781160220191,-1.1107141407723362
2.694245290035008,-0.9848723507987595,-1.1272151224514275
2.5141232822663993,-0.817339041320329,-0.18894320745663964
1.2548538789808765,-0.9328792547537293,-1.1204904461896363
2.076759580118575,-0.9386562654253994,-0.8387902419027929
1.9605518331710856,-0.16453683542161723,0.4978169069257199
3.170432944003925,-0.9848723507987595,-1.2950731886891587
1.6964433173813367,-0.794230998633649,0.025904179441884535
2.196664846287121,-0.9790953401270894,-1.145588773634556
2.424854603929464,-0.9733183294554194,-0.7866256499336668
-0.882840447821351,-0.9790953401270894,-1.0893095040846554
-0.55772286488417,-0.9271022440820593,-1.160404186850087
1.509982705233774,-0.7711229559469689,-1.0688449334645675
-1.0370798210425642,-0.9097712120670493,-1.1594824907645613
2.9113424900141815,-0.48227242236346807,0.31325150777517585
1.8152921494867236,-0.9271022440820593,-1.0566541256346818
-0.08232753646262202,-0.9790953401270894,-0.9955692255943298
2.612899867171765,-0.9733183294554194,0.28893750299659915
2.6379901761717917,-0.1183207500482571,-0.2959248280049387
2.3699200326451964,-0.8808861587086991,-0.09747432365643607
1.0232307106332668,-0.4938264437068081,0.0701114607851394
2.491145841392691,-0.9444332760970694,-1.0682260316154144
1.7772605232129999,-0.9444332760970694,-1.128515616760525
1.3361993018441192,-0.9675413187837494,-1.1178655633590937
2.3501118939609653,-0.9617643081120794,-0.9395148317646658
1.1140840400649403,-0.9790953401270894,-1.0064831954038775
-1.0370798210425642,-0.834670073335339,0.7199584952312926
0.5356863904853904,-0.9848723507987595,-1.2094309772944998
1.3002805436967133,-0.9675413187837494,-1.0005085142356331
2.3435091810662216,-0.7364608919169487,1.0799320711256721
2.258994456013502,-0.9271022440820593,-1.065845639541045
2.6453852146139045,-0.8693321373653592,-0.0890347517322859
0.40627321774841346,-0.8924401800520392,-0.8661987561923793
1.4149036395494643,-0.9559872974404094,-1.1822742190509317
3.1083674427933343,-0.9559872974404094,-1.1056497817750524
1.973757258960573,-0.5458195397518383,0.4168228523030667
2.1752720565081516,-0.9790953401270894,-1.0330611486865364
3.1548505415723302,-0.9790953401270894,-1.1354638801887187
1.498361930539025,0.020327506071823286,-0.6294687650727092
2.5547959936980207,-0.9848723507987595,-0.9051967470002914
2.4861277795926857,-0.9386562654253994,-1.1532769966613783
2.5442316530664306,-0.3436241662433877,-0.6834217424464798
2.987669851077419,-0.8635551266936892,-1.1308530133636334
1.3182399227704162,-0.6382517104985586,-1.0858638344770708
2.170518103223936,-0.5978126357968684,-0.8228756206510505
2.5812068452769954,-0.9559872974404094,1.1595051773843847
