SUM_YR_1_Log_Z,avg_discount_Z,Points_Sum_Log_Z
1.1949957277803407,1.3430808490874524,4.596181329436615
1.1473884449415022,1.3126495866455121,4.615076947376998
1.1796857533705492,1.2885753064904633,4.40859900349848
1.0198455426197057,-1.0932868554087656,4.1529270855656835
0.922470914790706,1.5277996194347194,4.591875906220907
0.7220409277878231,-0.41718118854714964,4.11627310521087
0.9217008865245672,0.8435946123942942,4.549246785508767
0.9241004759586265,1.9118733744125447,4.463275186515648
0.864631363676362,-1.0961115617247796,3.9208239748757086
0.8510816997082103,-1.0054353171741244,4.297063462097591
0.9469021214210789,0.6486684391273279,4.283458788348629
1.0285259134125213,1.0785901422231488,4.047919097608912
1.1601141461104867,1.0069164661163819,4.192819762773807
1.2455389714345457,2.539249752732852,4.0749438688712845
0.9380092096930884,0.5171321741362469,4.205271041826687
1.2684951466670724,1.6293582054319395,4.165601690797447
0.8047489039638887,-0.7700915953454219,3.745847112536263
1.0895633013943953,3.784185639750149,4.021875259143734
0.9627945430168033,1.8081626580990187,4.003520486651232
1.3682477696856736,0.24320822457259592,3.8032493355773784
0.955670675525887,-0.381198895928313,4.21244248627647
0.8549926440735443,0.5037676867489534,3.9951983136340794
0.9103029532182013,-0.11623708826421335,4.267927162540152
1.0124604231684984,0.28469676369938374,4.04682329390198
0.8004475233494793,3.1424597590912544,3.629884981786107
0.805792184349707,-0.21132054477459328,3.735303590855565
0.9273954143422645,1.0082619772882113,3.8423518623590507
0.9801763547052009,0.08681530955094303,4.197828852551524
0.6882076820051485,2.2317690121217217,3.94381125884244
0.9763996161358036,1.0761872787759172,3.855403564655312
0.9235201029997125,1.7844737904679409,3.8175518882511614
1.15120068554513,-0.1953297659233539,3.210912950202323
0.32869505745144934,-0.2864004068109117,3.6708828727035634
0.7768355298065294,4.068676554605758,3.8271345278334965
0.3779966658766106,-0.6700378186165136,3.571810521847434
0.6229059281623945,3.532030678645997,3.572440820469861
0.5997253029393775,-0.3448327300958492,3.664954536343268
0.44588753114296115,1.566757819693642,3.8733893468684064
0.30288003321169277,1.5984153891143593,3.956003583913883
0.9877604534200798,3.4848885194389094,4.193189670043945
1.0450069704345402,1.9991332963608093,3.9778398671268507
0.41453578223647464,-0.5887672198104722,3.632199376240322
0.8889422027104288,1.196076013399649,3.8842498522495164
0.9772857992465651,-0.6407425364223551,3.422013992251832
0.8212067673954162,2.0204722425584265,3.882806807798008
0.9519447399711666,-0.5652172492827809,3.5465919709670506
0.8955349057659793,3.3460105342855053,3.611759872488555
0.7949080630181317,1.8274622951664905,3.7805079764300844
0.41753900072060407,1.2959938895493068,3.799937904466238
0.9364734939344157,4.366946257096755,3.539298918795511
0.13283272588936768,2.2513639710097535,3.8673510207941604
0.8897256725729714,1.1544204796246587,4.047670700868409
1.3874544486880862,3.968604326676857,3.5380277022365787
0.961234598026899,2.1230881089965656,3.773110256487646
1.1023305485279968,2.197423427143554,3.259911711290722
0.9559445572192189,3.988513756406131,3.9112877929800898
0.9720632264903685,2.118458838377889,3.3079409609687955
0.950341365351884,2.8583594185803025,3.9023293504331367
0.9372452297885591,-0.5802162687521202,3.6616517494714604
0.8033051240949126,0.5590914959386912,3.3904508998388154
0.9449371183147576,0.13760561374954847,3.5132755002272678
0.8124954606573215,-0.04358918264062974,3.5845138969649115
0.4229158101563494,-1.1939458091197428,3.499416653436574
0.922765195178347,0.8757088336217098,3.6068583880946528
0.3531895575725594,-0.8828429275998431,3.2061796763041897
0.841926215666751,1.0918348917898026,3.674729449100213
0.8927535903653393,3.9583295532744276,3.4426219448967452
0.5773860161257751,0.34770133128578107,4.189330043288687
0.704062053496514,1.4191261973578353,4.391083399893307
0.8001773527471406,0.5868514597335186,3.8122379983456454
0.5950196693187341,-1.1092752945082829,3.403050327455711
0.9530669313941853,3.808216501091423,3.924521893813959
1.0074947204146714,1.1491087506338646,3.704285764158537
0.7296182788453784,1.2415651174902145,3.5265198146612153
-0.10661315361873819,1.4647221911586983,3.6517990008918515
0.8599060891029823,-0.6078475051538993,3.0748471238916686
1.0626375257780873,-0.7607919830567909,4.096694680053257
2.1777039009038,-0.7776567207490287,3.409261652506992
0.7314933567947671,1.374024014315377,3.6445355084673308
0.4863834769162568,-0.5865842702497802,2.928709112566167
0.6374030911419974,-0.5381707250462652,3.288183804076889
-0.5073953560949993,1.6124093620737912,3.661066205937382
0.4571053774180892,0.5925584117862085,3.2677866429555613
0.9498182800083274,1.530794788978245,3.301072921084719
0.9119759233349171,-0.2267277585609965,3.747350617227306
0.8566928445612917,2.31749721765686,3.4803917686715056
0.8184999919272209,0.03873962019253734,3.3179871174294466
0.444665943683626,-0.8195123626174646,2.4636899286262754
0.8611072277298424,-0.5078920595697769,3.659209094336812
0.6941237961582477,3.226149558558313,3.322266127974216
0.8379186632336736,1.5303865330887667,3.478631534647236
0.7620305273556258,1.5774185802959029,3.5343601905751423
0.835663677211003,4.270465753304221,3.2884166445116727
0.9032709434109364,-0.9757837462077064,3.798027307253435
0.6246427750720286,0.9462824877703339,3.480810566820209
0.8889781707842479,0.03495205473211611,3.72864834756803
0.8304922089092177,-0.876842285395556,3.430420250916241
0.9317830274429929,0.03488974344938327,3.9613509137499485
0.8572325079742562,-0.38536289460236434,3.3195737479064764
0.8228116322043846,0.7667096729518637,3.5144496485199914
0.9047332110029245,-1.2166198277137594,3.302279204219549
0.7322917528740185,-0.00865795965969512,3.562790973517868
0.9799223794269105,0.018818491704647795,3.32364151230162
0.5874972856105576,2.0587205334107606,3.4416861445294558
0.8879123287629557,-0.03116830275637584,3.233226602803048
0.6559121103598963,0.8880529840163426,3.444806381945775
0.8647223455441161,-1.0406811809488818,3.198309897753041
0.6215220009449236,1.9134541948256496,3.452573871129809
0.4567388600018695,1.7934622853605826,3.5610457816102254
0.6921785195390476,0.037638335999912495,3.806066907979125
0.775853352016238,2.5248530346149733,3.08580570592453
0.9219487748097029,-0.5446443665331058,3.4993247479077985
0.766037035686505,-0.418457061319009,3.354708479541292
0.8661831812441546,3.5188851324999906,3.1137541714642043
