FLIGHT_COUNT_Log_Z,SUM_YR_1_Log_Z,LAST_TO_END_Log_Z
1.190988996739166,1.512018904121757,0.13916045687012032
2.8143095512135483,1.5008864739564387,0.0007054187938468785
2.925011990689205,1.5232112403185414,2.5160079998536844
2.540428353237912,1.401991582942552,2.0431129562199173
2.3850192874406995,1.4127253969510938,1.0973228689523826
1.9173969250630734,1.3454174409133692,0.8497330148978207
1.4584096702486642,1.2068748548762493,0.11017203755543496
2.0943275063074847,1.3448851767102536,2.2393821325510355
1.139984516954075,1.346543837325829,0.1305390226737494
2.925011990689205,1.4433542619636734,1.57021791258615
2.3850192874406995,1.4628109815008254,2.2393821325510355
1.7728334028436765,1.3054371909196787,0.7928464679949929
2.982363813493116,1.347767284563105,1.8908747557412224
2.8398089043868366,1.2960712995470733,0.8206970016497336
2.3475654771758263,1.362304946606469,1.0169661779808523
2.5565148281398824,1.4680920251071357,1.293592045283501
2.925011990689205,1.4440851049119126,0.9800791766644668
2.7480814094447945,1.4071406786078322,1.293592045283501
2.162827543327557,1.453750026415256,2.2393821325510355
2.852357965502607,1.558792081443231,1.4898612216146194
2.852357965502607,1.4529155132457505,2.0431129562199173
1.2869141295494813,1.5096828201292365,0.2117377780993129
1.2399110704639664,1.568730751973857,0.5632905273793202
2.1848175985725717,1.4675782435686149,0.31061805038105017
2.663451594804235,1.4857217045541837,0.5632905273793202
2.8892354716514643,1.4256813834098465,2.2393821325510355
1.676908270033361,1.5845986763787505,2.0431129562199173
2.852357965502607,1.4360881494689324,2.0431129562199173
1.9964425621263795,1.2640448276765959,1.1884237714917825
2.1848175985725717,1.4609161828598842,0.4894625305765782
2.9935120277092775,1.3988109396853101,2.2393821325510355
2.490831300961806,1.6535503665107474,0.9137415362859923
2.7480814094447945,1.3948782090134098,1.8908747557412224
1.4584096702486642,1.2987746492519898,1.293592045283501
2.0463841377299,1.2148456941430987,2.5160079998536844
2.4565882746299916,1.31128499809238,2.5160079998536844
2.4738320884786544,1.3261557190464448,0.8497330148978207
2.2064114149691565,1.2610715979580227,1.0973228689523826
